crop,year,season,state,area,production,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,N,P,K,pH
Other Kharif pulses,2003,Kharif     ,Madhya Pradesh,725486.0,264389,71808604.28,174116.64,0.344791667,25.1,1241.22,54.75,70,40,20,7.4
Peas & beans (Pulses),2003,Rabi       ,Madhya Pradesh,5.0,2,494.9,1.2,0.4,25.1,1241.22,54.75,70,40,20,7.4
Potato,2003,Whole Year ,Madhya Pradesh,46546.0,667656,4607123.08,11171.04,13.33404255,25.1,1241.22,54.75,70,40,20,7.4
Ragi,2003,Kharif     ,Madhya Pradesh,514.0,136,50875.72,123.36,0.237142857,25.1,1241.22,54.75,70,40,20,7.4
Rapeseed &Mustard,2003,Rabi       ,Madhya Pradesh,535540.0,579990,53007749.2,128529.6,0.743404255,25.1,1241.22,54.75,70,40,20,7.4
Rice,2003,Kharif     ,Madhya Pradesh,1708583.0,1743430,169115545.3,410059.92,0.997916667,25.1,1241.22,54.75,70,40,20,7.4
Safflower,2003,Rabi       ,Madhya Pradesh,632.0,172,62555.36,151.68,0.24,25.1,1241.22,54.75,70,40,20,7.4
Sannhamp,2003,Whole Year ,Madhya Pradesh,5584.0,11127,552704.32,1340.16,2.155777778,25.1,1241.22,54.75,70,40,20,7.4
Sesamum,2003,Kharif     ,Madhya Pradesh,144080.0,50572,14261038.4,34579.2,0.432916667,25.1,1241.22,54.75,70,40,20,7.4
Small millets,2003,Kharif     ,Madhya Pradesh,400775.0,122503,39668709.5,96186.0,0.301621622,25.1,1241.22,54.75,70,40,20,7.4
Soyabean,2003,Kharif     ,Madhya Pradesh,4198619.0,4643673,415579308.6,1007668.56,1.019791667,25.1,1241.22,54.75,70,40,20,7.4
Sugarcane,2003,Whole Year ,Madhya Pradesh,43141.0,1870120,4270096.18,10353.84,31.46604167,25.1,1241.22,54.75,70,40,20,7.4
Sunflower,2003,Kharif     ,Madhya Pradesh,1984.0,1062,196376.32,476.16,0.357727273,25.1,1241.22,54.75,70,40,20,7.4
Sweet potato,2003,Whole Year ,Madhya Pradesh,3821.0,21742,378202.58,917.04,5.932173913,25.1,1241.22,54.75,70,40,20,7.4
Turmeric,2003,Whole Year ,Madhya Pradesh,655.0,682,64831.9,157.2,1.0059375,25.1,1241.22,54.75,70,40,20,7.4
Urad,2003,Kharif     ,Madhya Pradesh,610876.0,224268,60464506.48,146610.24,0.349166667,25.1,1241.22,54.75,70,40,20,7.4
Urad,2003,Rabi       ,Madhya Pradesh,5693.0,2331,563493.14,1366.32,0.242941176,25.1,1241.22,54.75,70,40,20,7.4
Wheat,2003,Rabi       ,Madhya Pradesh,4078974.0,7357255,403736846.5,978953.76,1.797916667,25.1,1241.22,54.75,70,40,20,7.4
Arhar/Tur,2003,Kharif     ,Maharashtra,1046300.0,693000,103562774.0,251112.0,0.59125,27.08,1970.27,66.29,75,43,26,7.1
Bajra,2003,Kharif     ,Maharashtra,1325400.0,896300,131188092.0,318096.0,0.582727273,27.08,1970.27,66.29,75,43,26,7.1
Banana,2003,Whole Year ,Maharashtra,57700.0,3634720,5711146.0,13848.0,57.56857143,27.08,1970.27,66.29,75,43,26,7.1
Cotton(lint),2003,Kharif     ,Maharashtra,2762400.0,3080100,273422352.0,662976.0,1.181111111,27.08,1970.27,66.29,75,43,26,7.1
Gram,2003,Rabi       ,Maharashtra,795200.0,421100,78708896.0,190848.0,0.555806452,27.08,1970.27,66.29,75,43,26,7.1
Groundnut,2003,Kharif     ,Maharashtra,324100.0,355200,32079418.0,77784.0,0.794333333,27.08,1970.27,66.29,75,43,26,7.1
Groundnut,2003,Summer     ,Maharashtra,54700.0,81600,5414206.0,13128.0,1.402258065,27.08,1970.27,66.29,75,43,26,7.1
Jowar,2003,Kharif     ,Maharashtra,1586100.0,2111000,156992178.0,380664.0,1.253333333,27.08,1970.27,66.29,75,43,26,7.1
Jowar,2003,Rabi       ,Maharashtra,2853900.0,777300,282479022.0,684936.0,0.610740741,27.08,1970.27,66.29,75,43,26,7.1
Linseed,2003,Rabi       ,Maharashtra,63400.0,14700,6275332.0,15216.0,0.258333333,27.08,1970.27,66.29,75,43,26,7.1
Maize,2003,Kharif     ,Maharashtra,311800.0,671000,30861964.0,74832.0,1.724444444,27.08,1970.27,66.29,75,43,26,7.1
Maize,2003,Rabi       ,Maharashtra,57900.0,81100,5730942.0,13896.0,1.689130435,27.08,1970.27,66.29,75,43,26,7.1
Moong(Green Gram),2003,Kharif     ,Maharashtra,700100.0,390500,69295898.0,168024.0,0.583939394,27.08,1970.27,66.29,75,43,26,7.1
Niger seed,2003,Kharif     ,Maharashtra,53600.0,17400,5305328.0,12864.0,0.3865,27.08,1970.27,66.29,75,43,26,7.1
Onion,2003,Whole Year ,Maharashtra,133622.0,1663240,13225905.56,32069.28,12.44846154,27.08,1970.27,66.29,75,43,26,7.1
Other  Rabi pulses,2003,Rabi       ,Maharashtra,129800.0,50100,12847604.0,31152.0,0.430869565,27.08,1970.27,66.29,75,43,26,7.1
Other Kharif pulses,2003,Kharif     ,Maharashtra,164300.0,41400,16262414.0,39432.0,0.2815625,27.08,1970.27,66.29,75,43,26,7.1
Ragi,2003,Kharif     ,Maharashtra,146900.0,170000,14540162.0,35256.0,1.2225,27.08,1970.27,66.29,75,43,26,7.1
Rapeseed &Mustard,2003,Rabi       ,Maharashtra,10300.0,2600,1019494.0,2472.0,0.222962963,27.08,1970.27,66.29,75,43,26,7.1
Rice,2003,Kharif     ,Maharashtra,1500400.0,2768600,148509592.0,360096.0,1.232258065,27.08,1970.27,66.29,75,43,26,7.1
Rice,2003,Summer     ,Maharashtra,29500.0,65500,2919910.0,7080.0,2.217,27.08,1970.27,66.29,75,43,26,7.1
Safflower,2003,Rabi       ,Maharashtra,244700.0,87300,24220406.0,58728.0,0.398421053,27.08,1970.27,66.29,75,43,26,7.1
Sesamum,2003,Kharif     ,Maharashtra,116800.0,37200,11560864.0,28032.0,0.364375,27.08,1970.27,66.29,75,43,26,7.1
Sesamum,2003,Rabi       ,Maharashtra,3600.0,800,356328.0,864.0,0.223,27.08,1970.27,66.29,75,43,26,7.1
Small millets,2003,Kharif     ,Maharashtra,68600.0,38100,6790028.0,16464.0,0.554333333,27.08,1970.27,66.29,75,43,26,7.1
Small millets,2003,Rabi       ,Maharashtra,16200.0,5000,1603476.0,3888.0,0.45125,27.08,1970.27,66.29,75,43,26,7.1
Soyabean,2003,Kharif     ,Maharashtra,1589100.0,2219200,157289118.0,381384.0,1.49862069,27.08,1970.27,66.29,75,43,26,7.1
Sugarcane,2003,Whole Year ,Maharashtra,442500.0,25668400,43798650.0,106200.0,56.65814815,27.08,1970.27,66.29,75,43,26,7.1
Sunflower,2003,Kharif     ,Maharashtra,89000.0,32400,8809220.0,21360.0,0.400454545,27.08,1970.27,66.29,75,43,26,7.1
Sunflower,2003,Rabi       ,Maharashtra,182500.0,65400,18063850.0,43800.0,0.423333333,27.08,1970.27,66.29,75,43,26,7.1
Sunflower,2003,Summer     ,Maharashtra,4000.0,3200,395920.0,960.0,0.733125,27.08,1970.27,66.29,75,43,26,7.1
Urad,2003,Kharif     ,Maharashtra,600700.0,359200,59457286.0,144168.0,0.595757576,27.08,1970.27,66.29,75,43,26,7.1
Wheat,2003,Rabi       ,Maharashtra,664700.0,778200,65792006.0,159528.0,1.171666667,27.08,1970.27,66.29,75,43,26,7.1
other oilseeds,2003,Kharif     ,Maharashtra,25600.0,4700,2533888.0,6144.0,0.201904762,27.08,1970.27,66.29,75,43,26,7.1
Arhar/Tur,2003,Kharif     ,Manipur,40.0,20,3959.2,9.6,0.5,20.58,1111.03,71.54,58,17,37,5.9
Banana,2003,Whole Year ,Manipur,1950.0,15308,193011.0,468.0,7.851111111,20.58,1111.03,71.54,58,17,37,5.9
Cashewnut,2003,Whole Year ,Manipur,325.0,130,32168.5,78.0,0.4,20.58,1111.03,71.54,58,17,37,5.9
Dry chillies,2003,Whole Year ,Manipur,13390.0,7850,1325342.2,3213.6,0.543333333,20.58,1111.03,71.54,58,17,37,5.9
Ginger,2003,Kharif     ,Manipur,1450.0,2390,143521.0,348.0,1.63,20.58,1111.03,71.54,58,17,37,5.9
Maize,2003,Kharif     ,Manipur,2340.0,7530,231613.2,561.6,2.76,20.58,1111.03,71.54,58,17,37,5.9
Onion,2003,Whole Year ,Manipur,970.0,2060,96010.6,232.8,2.068333333,20.58,1111.03,71.54,58,17,37,5.9
Other Kharif pulses,2003,Kharif     ,Manipur,2340.0,1190,231613.2,561.6,0.5075,20.58,1111.03,71.54,58,17,37,5.9
Peas & beans (Pulses),2003,Kharif     ,Manipur,3980.0,2030,393940.4,955.2,0.52,20.58,1111.03,71.54,58,17,37,5.9
Rapeseed &Mustard,2003,Rabi       ,Manipur,20.0,10,1979.6,4.8,0.5,20.58,1111.03,71.54,58,17,37,5.9
Rice,2003,Kharif     ,Manipur,157830.0,381240,15622013.4,37879.2,2.305555556,20.58,1111.03,71.54,58,17,37,5.9
Sesamum,2003,Kharif     ,Manipur,810.0,400,80173.8,194.4,0.496666667,20.58,1111.03,71.54,58,17,37,5.9
Soyabean,2003,Kharif     ,Manipur,320.0,290,31673.6,76.8,0.875,20.58,1111.03,71.54,58,17,37,5.9
Sugarcane,2003,Whole Year ,Manipur,330.0,10780,32663.4,79.2,32.71,20.58,1111.03,71.54,58,17,37,5.9
Sweet potato,2003,Whole Year ,Manipur,102.0,673,10095.96,24.48,6.59,20.58,1111.03,71.54,58,17,37,5.9
Tapioca,2003,Whole Year ,Manipur,243.0,1360,24052.14,58.32,5.593333333,20.58,1111.03,71.54,58,17,37,5.9
Turmeric,2003,Whole Year ,Manipur,550.0,380,54439.0,132.0,0.72,20.58,1111.03,71.54,58,17,37,5.9
Arhar/Tur,2003,Kharif     ,Mizoram,61.0,67,6037.78,14.64,0.93,23.24,1231.02,73.52,54,15,34,5.7
Arhar/Tur,2003,Rabi       ,Mizoram,211.0,110,20884.78,50.64,0.9125,23.24,1231.02,73.52,54,15,34,5.7
Cotton(lint),2003,Kharif     ,Mizoram,343.0,1336,33950.14,82.32,3.501666667,23.24,1231.02,73.52,54,15,34,5.7
Gram,2003,Kharif     ,Mizoram,23.0,25,2276.54,5.52,0.916666667,23.24,1231.02,73.52,54,15,34,5.7
Gram,2003,Rabi       ,Mizoram,23.0,18,2276.54,5.52,1.176666667,23.24,1231.02,73.52,54,15,34,5.7
Maize,2003,Kharif     ,Mizoram,9765.0,19005,966539.7,2343.6,1.981666667,23.24,1231.02,73.52,54,15,34,5.7
Maize,2003,Rabi       ,Mizoram,716.0,1277,70869.68,171.84,1.802,23.24,1231.02,73.52,54,15,34,5.7
Masoor,2003,Rabi       ,Mizoram,11.0,8,1088.78,2.64,0.723333333,23.24,1231.02,73.52,54,15,34,5.7
Moong(Green Gram),2003,Kharif     ,Mizoram,24.0,30,2375.52,5.76,1.245,23.24,1231.02,73.52,54,15,34,5.7
Moong(Green Gram),2003,Rabi       ,Mizoram,44.0,46,4355.12,10.56,0.944,23.24,1231.02,73.52,54,15,34,5.7
Other  Rabi pulses,2003,Rabi       ,Mizoram,1925.0,1570,190536.5,462.0,0.92,23.24,1231.02,73.52,54,15,34,5.7
Other Kharif pulses,2003,Kharif     ,Mizoram,2053.0,1887,203205.94,492.72,0.881666667,23.24,1231.02,73.52,54,15,34,5.7
Peas & beans (Pulses),2003,Kharif     ,Mizoram,165.0,172,16331.7,39.6,0.9025,23.24,1231.02,73.52,54,15,34,5.7
Peas & beans (Pulses),2003,Rabi       ,Mizoram,346.0,376,34247.08,83.04,1.018333333,23.24,1231.02,73.52,54,15,34,5.7
Potato,2003,Whole Year ,Mizoram,363.0,893,35929.74,87.12,3.301666667,23.24,1231.02,73.52,54,15,34,5.7
Rice,2003,Kharif     ,Mizoram,59196.0,114630,5859220.08,14207.04,1.925,23.24,1231.02,73.52,54,15,34,5.7
Sesamum,2003,Kharif     ,Mizoram,3285.0,2019,325149.3,788.4,0.615,23.24,1231.02,73.52,54,15,34,5.7
Soyabean,2003,Kharif     ,Mizoram,1978.0,1963,195782.44,474.72,1.085,23.24,1231.02,73.52,54,15,34,5.7
Sugarcane,2003,Whole Year ,Mizoram,1393.0,36174,137879.14,334.32,25.87,23.24,1231.02,73.52,54,15,34,5.7
Tapioca,2003,Whole Year ,Mizoram,139.0,690,13758.22,33.36,7.7075,23.24,1231.02,73.52,54,15,34,5.7
Tobacco,2003,Whole Year ,Mizoram,460.0,404,45530.8,110.4,0.866666667,23.24,1231.02,73.52,54,15,34,5.7
Arhar/Tur,2003,Kharif     ,Nagaland,7500.0,7000,742350.0,1800.0,1.015,18.65,780.96,69.8,56,16,36,5.8
Bajra,2003,Kharif     ,Nagaland,3000.0,5000,296940.0,720.0,1.615,18.65,780.96,69.8,56,16,36,5.8
Barley,2003,Rabi       ,Nagaland,6000.0,10000,593880.0,1440.0,1.62,18.65,780.96,69.8,56,16,36,5.8
Cotton(lint),2003,Kharif     ,Nagaland,2000.0,150,197960.0,480.0,0.08375,18.65,780.96,69.8,56,16,36,5.8
Gram,2003,Rabi       ,Nagaland,1500.0,2000,148470.0,360.0,1.3475,18.65,780.96,69.8,56,16,36,5.8
Groundnut,2003,Kharif     ,Nagaland,2000.0,3000,197960.0,480.0,1.51625,18.65,780.96,69.8,56,16,36,5.8
Jowar,2003,Kharif     ,Nagaland,3000.0,5000,296940.0,720.0,1.6075,18.65,780.96,69.8,56,16,36,5.8
Jute,2003,Kharif     ,Nagaland,2000.0,11000,197960.0,480.0,6.7575,18.65,780.96,69.8,56,16,36,5.8
Linseed,2003,Rabi       ,Nagaland,8000.0,6400,791840.0,1920.0,0.8875,18.65,780.96,69.8,56,16,36,5.8
Maize,2003,Kharif     ,Nagaland,45000.0,78000,4454100.0,10800.0,1.69125,18.65,780.96,69.8,56,16,36,5.8
Maize,2003,Rabi       ,Nagaland,140.0,260,13857.2,33.6,1.71,18.65,780.96,69.8,56,16,36,5.8
Masoor,2003,Rabi       ,Nagaland,2500.0,1070,247450.0,600.0,0.4475,18.65,780.96,69.8,56,16,36,5.8
Moong(Green Gram),2003,Kharif     ,Nagaland,2000.0,3000,197960.0,480.0,1.49375,18.65,780.96,69.8,56,16,36,5.8
Other  Rabi pulses,2003,Rabi       ,Nagaland,4030.0,3500,398889.4,967.2,0.85125,18.65,780.96,69.8,56,16,36,5.8
Other Kharif pulses,2003,Kharif     ,Nagaland,6990.0,8810,691870.2,1677.6,1.2925,18.65,780.96,69.8,56,16,36,5.8
Peas & beans (Pulses),2003,Kharif     ,Nagaland,1370.0,2000,135602.6,328.8,1.5825,18.65,780.96,69.8,56,16,36,5.8
Peas & beans (Pulses),2003,Rabi       ,Nagaland,6840.0,4930,677023.2,1641.6,0.6825,18.65,780.96,69.8,56,16,36,5.8
Potato,2003,Whole Year ,Nagaland,5110.0,43540,505787.8,1226.4,8.2975,18.65,780.96,69.8,56,16,36,5.8
Rapeseed &Mustard,2003,Rabi       ,Nagaland,16000.0,12800,1583680.0,3840.0,0.77625,18.65,780.96,69.8,56,16,36,5.8
Rice,2003,Kharif     ,Nagaland,155000.0,220990,15341900.0,37200.0,1.36,18.65,780.96,69.8,56,16,36,5.8
Rice,2003,Rabi       ,Nagaland,1000.0,2000,98980.0,240.0,1.945,18.65,780.96,69.8,56,16,36,5.8
Sesamum,2003,Kharif     ,Nagaland,5000.0,5000,494900.0,1200.0,1.0375,18.65,780.96,69.8,56,16,36,5.8
Small millets,2003,Kharif     ,Nagaland,7830.0,8000,775013.4,1879.2,0.9425,18.65,780.96,69.8,56,16,36,5.8
Soyabean,2003,Kharif     ,Nagaland,26000.0,36000,2573480.0,6240.0,1.38,18.65,780.96,69.8,56,16,36,5.8
Sugarcane,2003,Whole Year ,Nagaland,2800.0,128890,277144.0,672.0,37.28166667,18.65,780.96,69.8,56,16,36,5.8
Sunflower,2003,Kharif     ,Nagaland,2500.0,5000,247450.0,600.0,2.05375,18.65,780.96,69.8,56,16,36,5.8
Sunflower,2003,Rabi       ,Nagaland,1000.0,1000,98980.0,240.0,1.18125,18.65,780.96,69.8,56,16,36,5.8
Wheat,2003,Rabi       ,Nagaland,10000.0,19500,989800.0,2400.0,1.86625,18.65,780.96,69.8,56,16,36,5.8
Arhar/Tur,2003,Kharif     ,Odisha,136540.0,95590,13514729.2,32769.6,0.682068966,26.57,1857.72,73.53,67,26,32,6.3
Bajra,2003,Kharif     ,Odisha,3270.0,1720,323664.6,784.8,0.538333333,26.57,1857.72,73.53,67,26,32,6.3
Castor seed,2003,Kharif     ,Odisha,10900.0,5590,1078882.0,2616.0,0.480769231,26.57,1857.72,73.53,67,26,32,6.3
Castor seed,2003,Rabi       ,Odisha,6830.0,3050,676033.4,1639.2,0.486,26.57,1857.72,73.53,67,26,32,6.3
Coriander,2003,Whole Year ,Odisha,19010.0,9000,1881609.8,4562.4,0.480666667,26.57,1857.72,73.53,67,26,32,6.3
Dry chillies,2003,Whole Year ,Odisha,75040.0,63180,7427459.2,18009.6,0.838666667,26.57,1857.72,73.53,67,26,32,6.3
Garlic,2003,Whole Year ,Odisha,10850.0,34320,1073933.0,2604.0,3.144666667,26.57,1857.72,73.53,67,26,32,6.3
Ginger,2003,Kharif     ,Odisha,15480.0,30020,1532210.4,3715.2,1.810333333,26.57,1857.72,73.53,67,26,32,6.3
Gram,2003,Rabi       ,Odisha,28570.0,17670,2827858.6,6856.8,0.505172414,26.57,1857.72,73.53,67,26,32,6.3
Groundnut,2003,Kharif     ,Odisha,77176.0,93133,7638880.48,18522.24,1.084,26.57,1857.72,73.53,67,26,32,6.3
Horse-gram,2003,Kharif     ,Odisha,87826.0,24752,8693017.48,21078.24,0.293103448,26.57,1857.72,73.53,67,26,32,6.3
Jowar,2003,Kharif     ,Odisha,11090.0,6380,1097688.2,2661.6,0.604,26.57,1857.72,73.53,67,26,32,6.3
Jute,2003,Kharif     ,Odisha,2590.0,18148,256358.2,621.6,7.076666667,26.57,1857.72,73.53,67,26,32,6.3
Linseed,2003,Rabi       ,Odisha,18240.0,7180,1805395.2,4377.6,0.33,26.57,1857.72,73.53,67,26,32,6.3
Maize,2003,Kharif     ,Odisha,55549.0,78744,5498240.02,13331.76,0.887307692,26.57,1857.72,73.53,67,26,32,6.3
Maize,2003,Rabi       ,Odisha,13760.0,18180,1361964.8,3302.4,1.32,26.57,1857.72,73.53,67,26,32,6.3
Masoor,2003,Rabi       ,Odisha,5860.0,2430,580022.8,1406.4,0.4025,26.57,1857.72,73.53,67,26,32,6.3
Moong(Green Gram),2003,Kharif     ,Odisha,257261.0,60081,25463693.78,61742.64,0.229333333,26.57,1857.72,73.53,67,26,32,6.3
Niger seed,2003,Kharif     ,Odisha,110640.0,25660,10951147.2,26553.6,0.277,26.57,1857.72,73.53,67,26,32,6.3
Niger seed,2003,Rabi       ,Odisha,19610.0,6170,1940997.8,4706.4,0.38,26.57,1857.72,73.53,67,26,32,6.3
Onion,2003,Whole Year ,Odisha,26550.0,240340,2627919.0,6372.0,8.845666667,26.57,1857.72,73.53,67,26,32,6.3
Other  Rabi pulses,2003,Rabi       ,Odisha,35250.0,20190,3489045.0,8460.0,0.582592593,26.57,1857.72,73.53,67,26,32,6.3
Other Kharif pulses,2003,Kharif     ,Odisha,27280.0,15020,2700174.4,6547.2,0.506428571,26.57,1857.72,73.53,67,26,32,6.3
Potato,2003,Whole Year ,Odisha,7303.0,75823,722850.94,1752.72,9.688965517,26.57,1857.72,73.53,67,26,32,6.3
Ragi,2003,Kharif     ,Odisha,70490.0,44575,6977100.2,16917.6,0.4768,26.57,1857.72,73.53,67,26,32,6.3
Rapeseed &Mustard,2003,Rabi       ,Odisha,15907.0,3065,1574474.86,3817.68,0.169310345,26.57,1857.72,73.53,67,26,32,6.3
Rice,2003,Kharif     ,Odisha,4501000.0,6801000,445508980.0,1080240.0,1.516333333,26.57,1857.72,73.53,67,26,32,6.3
Safflower,2003,Rabi       ,Odisha,1620.0,710,160347.6,388.8,0.42875,26.57,1857.72,73.53,67,26,32,6.3
Sesamum,2003,Kharif     ,Odisha,37716.0,7776,3733129.68,9051.84,0.219333333,26.57,1857.72,73.53,67,26,32,6.3
Small millets,2003,Kharif     ,Odisha,26570.0,11510,2629898.6,6376.8,0.435789474,26.57,1857.72,73.53,67,26,32,6.3
Sugarcane,2003,Whole Year ,Odisha,14565.0,858096,1441643.7,3495.6,54.54655172,26.57,1857.72,73.53,67,26,32,6.3
Sunflower,2003,Kharif     ,Odisha,820.0,470,81163.6,196.8,0.608461538,26.57,1857.72,73.53,67,26,32,6.3
Sunflower,2003,Rabi       ,Odisha,5230.0,3920,517665.4,1255.2,0.647931034,26.57,1857.72,73.53,67,26,32,6.3
Sweet potato,2003,Whole Year ,Odisha,47030.0,393560,4655029.4,11287.2,8.454333333,26.57,1857.72,73.53,67,26,32,6.3
Tobacco,2003,Whole Year ,Odisha,5310.0,3490,525583.8,1274.4,0.537,26.57,1857.72,73.53,67,26,32,6.3
Turmeric,2003,Whole Year ,Odisha,23780.0,56420,2353744.4,5707.2,2.241,26.57,1857.72,73.53,67,26,32,6.3
Urad,2003,Kharif     ,Odisha,135994.0,36794,13460686.12,32638.56,0.256333333,26.57,1857.72,73.53,67,26,32,6.3
Wheat,2003,Rabi       ,Odisha,5129.0,7517,507668.42,1230.96,1.377407407,26.57,1857.72,73.53,67,26,32,6.3
Arhar/Tur,2003,Kharif     ,Punjab,9700.0,9000,960106.0,2328.0,0.947333333,24.13,1037.84,46.02,150,50,40,8.0
Bajra,2003,Kharif     ,Punjab,8000.0,8000,791840.0,1920.0,1.0,24.13,1037.84,46.02,150,50,40,8.0
Barley,2003,Rabi       ,Punjab,23000.0,77000,2276540.0,5520.0,3.245555556,24.13,1037.84,46.02,150,50,40,8.0
Cotton(lint),2003,Kharif     ,Punjab,452000.0,1478000,44738960.0,108480.0,2.736,24.13,1037.84,46.02,150,50,40,8.0
Gram,2003,Rabi       ,Punjab,6000.0,5400,593880.0,1440.0,0.926923077,24.13,1037.84,46.02,150,50,40,8.0
Groundnut,2003,Kharif     ,Punjab,4400.0,4000,435512.0,1056.0,0.871428571,24.13,1037.84,46.02,150,50,40,8.0
Guar seed,2003,Whole Year ,Punjab,38500.0,27100,3810730.0,9240.0,0.674285714,24.13,1037.84,46.02,150,50,40,8.0
Maize,2003,Kharif     ,Punjab,154000.0,459000,15242920.0,36960.0,3.086923077,24.13,1037.84,46.02,150,50,40,8.0
Masoor,2003,Rabi       ,Punjab,3600.0,2300,356328.0,864.0,0.71,24.13,1037.84,46.02,150,50,40,8.0
Moong(Green Gram),2003,Kharif     ,Punjab,18900.0,15800,1870722.0,4536.0,0.815384615,24.13,1037.84,46.02,150,50,40,8.0
Moth,2003,Kharif     ,Punjab,600.0,400,59388.0,144.0,0.833333333,24.13,1037.84,46.02,150,50,40,8.0
Rapeseed &Mustard,2003,Rabi       ,Punjab,52000.0,62000,5146960.0,12480.0,1.137647059,24.13,1037.84,46.02,150,50,40,8.0
Rice,2003,Kharif     ,Punjab,2614000.0,9656000,258733720.0,627360.0,3.678235294,24.13,1037.84,46.02,150,50,40,8.0
Sesamum,2003,Kharif     ,Punjab,10600.0,3600,1049188.0,2544.0,0.269166667,24.13,1037.84,46.02,150,50,40,8.0
Sugarcane,2003,Whole Year ,Punjab,123000.0,6620000,12174540.0,29520.0,54.72,24.13,1037.84,46.02,150,50,40,8.0
Sunflower,2003,Rabi       ,Punjab,20000.0,34000,1979600.0,4800.0,1.78875,24.13,1037.84,46.02,150,50,40,8.0
Urad,2003,Kharif     ,Punjab,5200.0,2200,514696.0,1248.0,0.641428571,24.13,1037.84,46.02,150,50,40,8.0
Wheat,2003,Rabi       ,Punjab,3444000.0,14489000,340887120.0,826560.0,4.166470588,24.13,1037.84,46.02,150,50,40,8.0
Arhar/Tur,2003,Kharif     ,Uttar Pradesh,360467.0,395677,35679023.66,86512.08,0.988285714,25.86,803.3,50.49,120,45,35,7.6
Bajra,2003,Kharif     ,Uttar Pradesh,924202.0,1188103,91477513.96,221808.48,1.237352941,25.86,803.3,50.49,120,45,35,7.6
Barley,2003,Rabi       ,Uttar Pradesh,233928.0,516818,23154193.44,56142.72,2.085142857,25.86,803.3,50.49,120,45,35,7.6
Gram,2003,Rabi       ,Uttar Pradesh,771682.0,800270,76381084.36,185203.68,1.042714286,25.86,803.3,50.49,120,45,35,7.6
Groundnut,2003,Kharif     ,Uttar Pradesh,85143.0,56879,8427454.14,20434.32,0.706610169,25.86,803.3,50.49,120,45,35,7.6
Jowar,2003,Kharif     ,Uttar Pradesh,300167.0,298075,29710529.66,72040.08,1.01469697,25.86,803.3,50.49,120,45,35,7.6
Linseed,2003,Rabi       ,Uttar Pradesh,36435.0,17968,3606336.3,8744.4,0.5034,25.86,803.3,50.49,120,45,35,7.6
Maize,2003,Kharif     ,Uttar Pradesh,817385.0,1117621,80904767.3,196172.4,1.296,25.86,803.3,50.49,120,45,35,7.6
Maize,2003,Rabi       ,Uttar Pradesh,4172.0,5704,412944.56,1001.28,1.348888889,25.86,803.3,50.49,120,45,35,7.6
Maize,2003,Summer     ,Uttar Pradesh,20641.0,28216,2043046.18,4953.84,1.362166667,25.86,803.3,50.49,120,45,35,7.6
Masoor,2003,Rabi       ,Uttar Pradesh,571992.0,515023,56615768.16,137278.08,0.887142857,25.86,803.3,50.49,120,45,35,7.6
Moong(Green Gram),2003,Kharif     ,Uttar Pradesh,35227.0,8228,3486768.46,8454.48,0.2940625,25.86,803.3,50.49,120,45,35,7.6
Moong(Green Gram),2003,Summer     ,Uttar Pradesh,34070.0,18128,3372248.6,8176.8,0.556911765,25.86,803.3,50.49,120,45,35,7.6
Moth,2003,Kharif     ,Uttar Pradesh,379.0,146,37513.42,90.96,0.388947368,25.86,803.3,50.49,120,45,35,7.6
Onion,2003,Rabi       ,Uttar Pradesh,8781.0,126033,869143.38,2107.44,14.35414286,25.86,803.3,50.49,120,45,35,7.6
Onion,2003,Summer     ,Uttar Pradesh,11390.0,112405,1127382.2,2733.6,9.894202899,25.86,803.3,50.49,120,45,35,7.6
Peas & beans (Pulses),2003,Rabi       ,Uttar Pradesh,399208.0,547690,39513607.84,95809.92,1.357,25.86,803.3,50.49,120,45,35,7.6
Potato,2003,Whole Year ,Uttar Pradesh,441796.0,9540059,43728968.08,106031.04,19.60414286,25.86,803.3,50.49,120,45,35,7.6
Ragi,2003,Rabi       ,Uttar Pradesh,221.0,323,21874.58,53.04,1.423,25.86,803.3,50.49,120,45,35,7.6
Rapeseed &Mustard,2003,Rabi       ,Uttar Pradesh,536115.0,533534,53064662.7,128667.6,0.845571429,25.86,803.3,50.49,120,45,35,7.6
Rice,2003,Kharif     ,Uttar Pradesh,5719933.0,12476923,566158968.3,1372783.92,2.066285714,25.86,803.3,50.49,120,45,35,7.6
Rice,2003,Summer     ,Uttar Pradesh,7839.0,18016,775904.22,1881.36,2.1595,25.86,803.3,50.49,120,45,35,7.6
Sannhamp,2003,Whole Year ,Uttar Pradesh,3876.0,1167,383646.48,930.24,0.278085106,25.86,803.3,50.49,120,45,35,7.6
Sesamum,2003,Kharif     ,Uttar Pradesh,94950.0,12307,9398151.0,22788.0,0.137761194,25.86,803.3,50.49,120,45,35,7.6
Soyabean,2003,Kharif     ,Uttar Pradesh,4954.0,5315,490346.92,1188.96,1.057619048,25.86,803.3,50.49,120,45,35,7.6
Sugarcane,2003,Whole Year ,Uttar Pradesh,2110126.0,117566725,208860271.5,506430.24,48.92214286,25.86,803.3,50.49,120,45,35,7.6
Sunflower,2003,Kharif     ,Uttar Pradesh,12044.0,20111,1192115.12,2890.56,1.678363636,25.86,803.3,50.49,120,45,35,7.6
