date,state,market,crop,price_min,price_max,price_modal,arrivals_tonnes
2026-01-14,Haryana,Haryana Mandi,Wheat,1963.66,2400.03,2181.85,311
2026-01-15,Haryana,Haryana Mandi,Wheat,2181.28,2666.0,2423.64,455
2026-01-16,Haryana,Haryana Mandi,Wheat,1805.0,2206.11,2005.55,278
2026-01-17,Haryana,Haryana Mandi,Wheat,2083.13,2546.05,2314.59,313
2026-01-18,Haryana,Haryana Mandi,Wheat,1733.01,2118.12,1925.57,279
2026-01-19,Haryana,Haryana Mandi,Wheat,2053.09,2509.33,2281.21,475
2026-01-20,Haryana,Haryana Mandi,Wheat,1831.53,2238.54,2035.04,106
2026-01-21,Haryana,Haryana Mandi,Wheat,2016.38,2464.47,2240.43,213
2026-01-22,Haryana,Haryana Mandi,Wheat,1922.41,2349.61,2136.01,335
2026-01-23,Haryana,Haryana Mandi,Wheat,1967.76,2405.04,2186.4,159
2026-01-24,Haryana,Haryana Mandi,Wheat,1882.93,2301.35,2092.14,472
2026-01-25,Haryana,Haryana Mandi,Wheat,2045.16,2499.64,2272.4,190
2026-01-26,Haryana,Haryana Mandi,Wheat,1720.12,2102.37,1911.25,460
2026-01-27,Haryana,Haryana Mandi,Wheat,2207.05,2697.51,2452.28,258
2026-01-28,Haryana,Haryana Mandi,Wheat,1815.23,2218.62,2016.93,186
2026-01-29,Haryana,Haryana Mandi,Wheat,2087.94,2551.93,2319.94,53
2026-01-30,Haryana,Haryana Mandi,Wheat,2060.14,2517.95,2289.04,303
2025-11-02,Maharashtra,Maharashtra Mandi,Wheat,1963.37,2399.67,2181.52,59
2025-11-03,Maharashtra,Maharashtra Mandi,Wheat,1682.82,2056.78,1869.8,216
2025-11-04,Maharashtra,Maharashtra Mandi,Wheat,1617.58,1977.04,1797.31,341
2025-11-05,Maharashtra,Maharashtra Mandi,Wheat,1705.94,2085.04,1895.49,222
2025-11-06,Maharashtra,Maharashtra Mandi,Wheat,1818.0,2222.0,2020.0,400
2025-11-07,Maharashtra,Maharashtra Mandi,Wheat,1669.73,2040.79,1855.26,223
2025-11-08,Maharashtra,Maharashtra Mandi,Wheat,1604.91,1961.55,1783.23,428
2025-11-09,Maharashtra,Maharashtra Mandi,Wheat,1746.95,2135.17,1941.06,219
2025-11-10,Maharashtra,Maharashtra Mandi,Wheat,1901.41,2323.94,2112.68,151
2025-11-11,Maharashtra,Maharashtra Mandi,Wheat,1723.53,2106.54,1915.03,90
2025-11-12,Maharashtra,Maharashtra Mandi,Wheat,1561.08,1907.99,1734.54,276
2025-11-13,Maharashtra,Maharashtra Mandi,Wheat,1940.49,2371.71,2156.1,356
2025-11-14,Maharashtra,Maharashtra Mandi,Wheat,1649.93,2016.58,1833.26,493
2025-11-15,Maharashtra,Maharashtra Mandi,Wheat,1676.69,2049.29,1862.99,471
2025-11-16,Maharashtra,Maharashtra Mandi,Wheat,2017.63,2465.99,2241.81,208
2025-11-17,Maharashtra,Maharashtra Mandi,Wheat,1746.65,2134.8,1940.73,155
2025-11-18,Maharashtra,Maharashtra Mandi,Wheat,1759.81,2150.87,1955.34,475
2025-11-19,Maharashtra,Maharashtra Mandi,Wheat,1924.76,2352.48,2138.62,149
2025-11-20,Maharashtra,Maharashtra Mandi,Wheat,1848.25,2258.97,2053.61,355
2025-11-21,Maharashtra,Maharashtra Mandi,Wheat,2056.66,2513.7,2285.18,268
2025-11-22,Maharashtra,Maharashtra Mandi,Wheat,2050.9,2506.66,2278.78,378
2025-11-23,Maharashtra,Maharashtra Mandi,Wheat,1595.16,1949.64,1772.4,312
2025-11-24,Maharashtra,Maharashtra Mandi,Wheat,1751.5,2140.72,1946.11,445
2025-11-25,Maharashtra,Maharashtra Mandi,Wheat,1855.61,2267.97,2061.79,186
2025-11-26,Maharashtra,Maharashtra Mandi,Wheat,1672.63,2044.32,1858.48,427
2025-11-27,Maharashtra,Maharashtra Mandi,Wheat,1763.41,2155.28,1959.34,468
2025-11-28,Maharashtra,Maharashtra Mandi,Wheat,1995.5,2438.94,2217.22,428
2025-11-29,Maharashtra,Maharashtra Mandi,Wheat,1836.76,2244.92,2040.84,208
2025-11-30,Maharashtra,Maharashtra Mandi,Wheat,1668.69,2039.51,1854.1,454
2025-12-01,Maharashtra,Maharashtra Mandi,Wheat,1821.89,2226.75,2024.32,395
2025-12-02,Maharashtra,Maharashtra Mandi,Wheat,1894.59,2315.61,2105.1,198
2025-12-03,Maharashtra,Maharashtra Mandi,Wheat,1859.68,2272.94,2066.31,445
2025-12-04,Maharashtra,Maharashtra Mandi,Wheat,2092.53,2557.54,2325.04,472
2025-12-05,Maharashtra,Maharashtra Mandi,Wheat,1705.58,2084.6,1895.09,432
2025-12-06,Maharashtra,Maharashtra Mandi,Wheat,1896.78,2318.29,2107.54,334
2025-12-07,Maharashtra,Maharashtra Mandi,Wheat,1870.03,2285.6,2077.82,63
2025-12-08,Maharashtra,Maharashtra Mandi,Wheat,1757.7,2148.3,1953.0,472
2025-12-09,Maharashtra,Maharashtra Mandi,Wheat,1926.02,2354.02,2140.02,411
2025-12-10,Maharashtra,Maharashtra Mandi,Wheat,1609.67,1967.38,1788.52,255
2025-12-11,Maharashtra,Maharashtra Mandi,Wheat,2004.75,2450.25,2227.5,493
2025-12-12,Maharashtra,Maharashtra Mandi,Wheat,1907.6,2331.51,2119.55,206
2025-12-13,Maharashtra,Maharashtra Mandi,Wheat,1999.75,2444.14,2221.95,346
2025-12-14,Maharashtra,Maharashtra Mandi,Wheat,1960.64,2396.34,2178.49,63
2025-12-15,Maharashtra,Maharashtra Mandi,Wheat,2059.74,2517.47,2288.61,97
2025-12-16,Maharashtra,Maharashtra Mandi,Wheat,1719.98,2102.2,1911.09,217
2025-12-17,Maharashtra,Maharashtra Mandi,Wheat,1980.58,2420.71,2200.65,257
2025-12-18,Maharashtra,Maharashtra Mandi,Wheat,1683.54,2057.66,1870.6,461
2025-12-19,Maharashtra,Maharashtra Mandi,Wheat,1931.52,2360.75,2146.13,98
2025-12-20,Maharashtra,Maharashtra Mandi,Wheat,1941.37,2372.78,2157.07,419
2025-12-21,Maharashtra,Maharashtra Mandi,Wheat,1806.49,2207.94,2007.22,263
2025-12-22,Maharashtra,Maharashtra Mandi,Wheat,1919.57,2346.14,2132.86,159
2025-12-23,Maharashtra,Maharashtra Mandi,Wheat,1765.45,2157.77,1961.61,211
2025-12-24,Maharashtra,Maharashtra Mandi,Wheat,2042.78,2496.73,2269.76,434
2025-12-25,Maharashtra,Maharashtra Mandi,Wheat,2026.68,2477.06,2251.87,434
2025-12-26,Maharashtra,Maharashtra Mandi,Wheat,1825.67,2231.37,2028.52,259
2025-12-27,Maharashtra,Maharashtra Mandi,Wheat,1960.61,2396.31,2178.46,114
2025-12-28,Maharashtra,Maharashtra Mandi,Wheat,1781.87,2177.84,1979.86,497
2025-12-29,Maharashtra,Maharashtra Mandi,Wheat,1752.54,2141.99,1947.26,73
2025-12-30,Maharashtra,Maharashtra Mandi,Wheat,2025.22,2475.27,2250.25,198
2025-12-31,Maharashtra,Maharashtra Mandi,Wheat,1681.38,2055.02,1868.2,59
2026-01-01,Maharashtra,Maharashtra Mandi,Wheat,1799.28,2199.12,1999.2,427
2026-01-02,Maharashtra,Maharashtra Mandi,Wheat,1786.22,2183.16,1984.69,184
2026-01-03,Maharashtra,Maharashtra Mandi,Wheat,1699.32,2076.95,1888.14,249
2026-01-04,Maharashtra,Maharashtra Mandi,Wheat,2055.97,2512.85,2284.41,453
2026-01-05,Maharashtra,Maharashtra Mandi,Wheat,1998.26,2442.32,2220.29,422
2026-01-06,Maharashtra,Maharashtra Mandi,Wheat,1955.25,2389.74,2172.49,231
2026-01-07,Maharashtra,Maharashtra Mandi,Wheat,2071.93,2532.36,2302.15,243
2026-01-08,Maharashtra,Maharashtra Mandi,Wheat,2162.13,2642.6,2402.36,179
2026-01-09,Maharashtra,Maharashtra Mandi,Wheat,1796.87,2196.17,1996.52,167
2026-01-10,Maharashtra,Maharashtra Mandi,Wheat,1775.24,2169.73,1972.49,55
2026-01-11,Maharashtra,Maharashtra Mandi,Wheat,1847.99,2258.65,2053.32,167
2026-01-12,Maharashtra,Maharashtra Mandi,Wheat,1683.78,2057.96,1870.87,130
2026-01-13,Maharashtra,Maharashtra Mandi,Wheat,1828.22,2234.49,2031.35,463
2026-01-14,Maharashtra,Maharashtra Mandi,Wheat,1925.21,2353.04,2139.13,379
2026-01-15,Maharashtra,Maharashtra Mandi,Wheat,2171.72,2654.32,2413.02,219
2026-01-16,Maharashtra,Maharashtra Mandi,Wheat,1958.2,2393.35,2175.77,397
2026-01-17,Maharashtra,Maharashtra Mandi,Wheat,1932.19,2361.57,2146.88,91
2026-01-18,Maharashtra,Maharashtra Mandi,Wheat,2208.54,2699.33,2453.94,184
2026-01-19,Maharashtra,Maharashtra Mandi,Wheat,1851.19,2262.57,2056.88,137
2026-01-20,Maharashtra,Maharashtra Mandi,Wheat,1943.75,2375.7,2159.73,366
2026-01-21,Maharashtra,Maharashtra Mandi,Wheat,2082.51,2545.29,2313.9,238
2026-01-22,Maharashtra,Maharashtra Mandi,Wheat,1987.3,2428.93,2208.11,354
2026-01-23,Maharashtra,Maharashtra Mandi,Wheat,1803.28,2204.01,2003.65,466
2026-01-24,Maharashtra,Maharashtra Mandi,Wheat,2062.85,2521.26,2292.05,223
2026-01-25,Maharashtra,Maharashtra Mandi,Wheat,1766.88,2159.52,1963.2,226
2026-01-26,Maharashtra,Maharashtra Mandi,Wheat,1954.93,2389.35,2172.14,252
2026-01-27,Maharashtra,Maharashtra Mandi,Wheat,2154.25,2632.97,2393.61,63
2026-01-28,Maharashtra,Maharashtra Mandi,Wheat,1762.13,2153.72,1957.93,188
2026-01-29,Maharashtra,Maharashtra Mandi,Wheat,1984.66,2425.7,2205.18,107
2026-01-30,Maharashtra,Maharashtra Mandi,Wheat,1957.03,2391.93,2174.48,306
2025-11-02,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1724.05,2107.18,1915.61,98
2025-11-03,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1686.46,2061.23,1873.85,204
2025-11-04,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1783.14,2179.4,1981.27,252
2025-11-05,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1774.92,2169.35,1972.14,427
2025-11-06,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1775.68,2170.28,1972.98,414
2025-11-07,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1607.14,1964.28,1785.71,487
2025-11-08,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1627.62,1989.31,1808.47,476
2025-11-09,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1805.15,2206.3,2005.73,370
2025-11-10,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1844.69,2254.62,2049.65,299
2025-11-11,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1728.8,2112.98,1920.89,438
2025-11-12,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1802.7,2203.3,2003.0,324
2025-11-13,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1962.52,2398.63,2180.58,50
2025-11-14,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1950.79,2384.3,2167.54,438
2025-11-15,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1738.59,2124.94,1931.77,362
2025-11-16,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1653.21,2020.6,1836.91,249
2025-11-17,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1780.88,2176.63,1978.76,97
2025-11-18,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2012.78,2460.07,2236.42,366
2025-11-19,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1907.16,2330.98,2119.07,449
2025-11-20,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1752.24,2141.63,1946.93,425
2025-11-21,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2101.39,2568.37,2334.88,239
2025-11-22,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1579.73,1930.78,1755.25,411
2025-11-23,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1824.79,2230.29,2027.54,355
2025-11-24,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1594.24,1948.51,1771.38,417
2025-11-25,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1862.11,2275.91,2069.01,363
2025-11-26,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2006.19,2452.01,2229.1,110
2025-11-27,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1734.03,2119.37,1926.7,486
2025-11-28,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1710.98,2091.2,1901.09,484
2025-11-29,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1611.15,1969.18,1790.17,413
2025-11-30,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1805.44,2206.65,2006.05,54
2025-12-01,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1777.12,2172.03,1974.58,87
2025-12-02,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1615.89,1974.98,1795.44,334
2025-12-03,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1935.12,2365.15,2150.14,391
2025-12-04,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1938.33,2369.07,2153.7,226
2025-12-05,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1876.6,2293.62,2085.11,376
2025-12-06,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1649.26,2015.76,1832.51,199
2025-12-07,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2025.99,2476.21,2251.1,156
2025-12-08,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1939.19,2370.12,2154.65,169
2025-12-09,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1952.2,2386.02,2169.11,435
2025-12-10,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1719.64,2101.79,1910.72,157
2025-12-11,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1957.89,2392.98,2175.44,300
2025-12-12,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1907.15,2330.96,2119.05,463
2025-12-13,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2041.42,2495.07,2268.25,273
2025-12-14,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1695.05,2071.73,1883.39,258
2025-12-15,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2002.63,2447.65,2225.14,331
2025-12-16,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1836.19,2244.23,2040.21,140
2025-12-17,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1962.19,2398.23,2180.21,137
2025-12-18,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1805.42,2206.62,2006.02,418
2025-12-19,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2002.39,2447.37,2224.88,319
2025-12-20,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1965.29,2402.03,2183.66,471
2025-12-21,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1725.47,2108.91,1917.19,385
2025-12-22,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1681.58,2055.27,1868.43,65
2025-12-23,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1980.43,2420.52,2200.47,180
2025-12-24,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1717.4,2099.04,1908.22,96
2025-12-25,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1749.8,2138.64,1944.22,349
2025-12-26,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1978.61,2418.3,2198.45,307
2025-12-27,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1785.74,2182.57,1984.15,460
2025-12-28,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1687.77,2062.83,1875.3,146
2025-12-29,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1875.67,2292.49,2084.08,222
2025-12-30,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1850.18,2261.33,2055.76,428
2025-12-31,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1902.01,2324.68,2113.35,56
2026-01-01,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1844.26,2254.1,2049.18,196
2026-01-02,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2143.45,2619.77,2381.61,340
2026-01-03,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2034.62,2486.76,2260.69,420
2026-01-04,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2162.76,2643.38,2403.07,63
2026-01-05,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1932.19,2361.57,2146.88,134
2026-01-06,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1749.64,2138.44,1944.04,411
2026-01-07,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1788.07,2185.41,1986.74,188
2026-01-08,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2144.73,2621.34,2383.04,67
2026-01-09,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1686.67,2061.48,1874.08,347
2026-01-10,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2174.66,2657.92,2416.29,209
2026-01-11,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1851.83,2263.35,2057.59,104
2026-01-12,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2044.72,2499.1,2271.91,437
2026-01-13,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2090.82,2555.45,2323.14,432
2026-01-14,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1852.28,2263.9,2058.09,417
2026-01-15,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1734.21,2119.59,1926.9,371
2026-01-16,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2063.7,2522.3,2293.0,109
2026-01-17,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1825.62,2231.31,2028.47,417
2026-01-18,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1677.15,2049.85,1863.5,171
2026-01-19,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2166.26,2647.66,2406.96,204
2026-01-20,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1793.3,2191.81,1992.56,310
2026-01-21,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1677.78,2050.62,1864.2,121
2026-01-22,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1939.47,2370.46,2154.96,361
2026-01-23,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1965.12,2401.82,2183.47,404
2026-01-24,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2163.73,2644.56,2404.14,305
2026-01-25,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1801.44,2201.76,2001.6,161
2026-01-26,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1717.84,2099.58,1908.71,356
2026-01-27,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1967.73,2405.0,2186.37,285
2026-01-28,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2078.42,2540.3,2309.36,380
2026-01-29,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,1782.41,2178.5,1980.45,237
2026-01-30,Uttar Pradesh,Uttar Pradesh Mandi,Wheat,2146.17,2623.09,2384.63,179
2025-11-02,Tamil Nadu,Tamil Nadu Mandi,Wheat,1639.53,2003.87,1821.7,243
2025-11-03,Tamil Nadu,Tamil Nadu Mandi,Wheat,1742.74,2130.02,1936.38,272
2025-11-04,Tamil Nadu,Tamil Nadu Mandi,Wheat,1882.58,2300.93,2091.75,208
2025-11-05,Tamil Nadu,Tamil Nadu Mandi,Wheat,2032.68,2484.39,2258.53,447
2025-11-06,Tamil Nadu,Tamil Nadu Mandi,Wheat,1846.77,2257.16,2051.97,85
2025-11-07,Tamil Nadu,Tamil Nadu Mandi,Wheat,2047.59,2502.6,2275.09,242
2025-11-08,Tamil Nadu,Tamil Nadu Mandi,Wheat,1845.26,2255.31,2050.28,433
2025-11-09,Tamil Nadu,Tamil Nadu Mandi,Wheat,1669.38,2040.35,1854.86,67
2025-11-10,Tamil Nadu,Tamil Nadu Mandi,Wheat,1743.29,2130.69,1936.99,289
2025-11-11,Tamil Nadu,Tamil Nadu Mandi,Wheat,1724.96,2108.29,1916.62,243
2025-11-12,Tamil Nadu,Tamil Nadu Mandi,Wheat,1687.32,2062.28,1874.8,290
2025-11-13,Tamil Nadu,Tamil Nadu Mandi,Wheat,1627.39,1989.03,1808.21,206
2025-11-14,Tamil Nadu,Tamil Nadu Mandi,Wheat,1976.32,2415.5,2195.91,496
2025-11-15,Tamil Nadu,Tamil Nadu Mandi,Wheat,1820.07,2224.53,2022.3,199
2025-11-16,Tamil Nadu,Tamil Nadu Mandi,Wheat,2093.04,2558.16,2325.6,123
2025-11-17,Tamil Nadu,Tamil Nadu Mandi,Wheat,1772.46,2166.34,1969.4,131
2025-11-18,Tamil Nadu,Tamil Nadu Mandi,Wheat,1561.37,1908.34,1734.85,165
2025-11-19,Tamil Nadu,Tamil Nadu Mandi,Wheat,1773.09,2167.11,1970.1,190
2025-11-20,Tamil Nadu,Tamil Nadu Mandi,Wheat,1707.88,2087.41,1897.65,475
2025-11-21,Tamil Nadu,Tamil Nadu Mandi,Wheat,1826.18,2232.0,2029.09,248
2025-11-22,Tamil Nadu,Tamil Nadu Mandi,Wheat,1694.76,2071.38,1883.07,331
2025-11-23,Tamil Nadu,Tamil Nadu Mandi,Wheat,1841.13,2250.27,2045.7,132
2025-11-24,Tamil Nadu,Tamil Nadu Mandi,Wheat,1868.33,2283.51,2075.92,359
2025-11-25,Tamil Nadu,Tamil Nadu Mandi,Wheat,2042.14,2495.95,2269.04,241
2025-11-26,Tamil Nadu,Tamil Nadu Mandi,Wheat,1978.0,2417.55,2197.78,203
2025-11-27,Tamil Nadu,Tamil Nadu Mandi,Wheat,1801.17,2201.43,2001.3,64
2025-11-28,Tamil Nadu,Tamil Nadu Mandi,Wheat,2074.58,2535.6,2305.09,164
2025-11-29,Tamil Nadu,Tamil Nadu Mandi,Wheat,1913.79,2339.08,2126.44,356
2025-11-30,Tamil Nadu,Tamil Nadu Mandi,Wheat,1852.3,2263.92,2058.11,362
2025-12-01,Tamil Nadu,Tamil Nadu Mandi,Wheat,1598.35,1953.54,1775.95,321
2025-12-02,Tamil Nadu,Tamil Nadu Mandi,Wheat,1958.88,2394.19,2176.54,245
2025-12-03,Tamil Nadu,Tamil Nadu Mandi,Wheat,1716.54,2098.0,1907.27,397
2025-12-04,Tamil Nadu,Tamil Nadu Mandi,Wheat,1999.95,2444.38,2222.16,292
2025-12-05,Tamil Nadu,Tamil Nadu Mandi,Wheat,1984.27,2425.22,2204.75,463
2025-12-06,Tamil Nadu,Tamil Nadu Mandi,Wheat,1710.07,2090.09,1900.08,405
2025-12-07,Tamil Nadu,Tamil Nadu Mandi,Wheat,1891.52,2311.86,2101.69,210
2025-12-08,Tamil Nadu,Tamil Nadu Mandi,Wheat,2081.39,2543.93,2312.66,313
2025-12-09,Tamil Nadu,Tamil Nadu Mandi,Wheat,1761.09,2152.45,1956.77,487
2025-12-10,Tamil Nadu,Tamil Nadu Mandi,Wheat,1677.63,2050.43,1864.03,315
2025-12-11,Tamil Nadu,Tamil Nadu Mandi,Wheat,2021.49,2470.71,2246.1,64
2025-12-12,Tamil Nadu,Tamil Nadu Mandi,Wheat,1890.91,2311.12,2101.02,265
2025-12-13,Tamil Nadu,Tamil Nadu Mandi,Wheat,1814.38,2217.58,2015.98,152
2025-12-14,Tamil Nadu,Tamil Nadu Mandi,Wheat,2034.83,2487.02,2260.92,281
2025-12-15,Tamil Nadu,Tamil Nadu Mandi,Wheat,1865.62,2280.2,2072.91,221
2025-12-16,Tamil Nadu,Tamil Nadu Mandi,Wheat,1664.08,2033.87,1848.98,426
2025-12-17,Tamil Nadu,Tamil Nadu Mandi,Wheat,2107.21,2575.48,2341.35,347
2025-12-18,Tamil Nadu,Tamil Nadu Mandi,Wheat,1672.03,2043.59,1857.81,158
2025-12-19,Tamil Nadu,Tamil Nadu Mandi,Wheat,1942.7,2374.41,2158.56,282
2025-12-20,Tamil Nadu,Tamil Nadu Mandi,Wheat,2056.62,2513.64,2285.13,203
2025-12-21,Tamil Nadu,Tamil Nadu Mandi,Wheat,1627.71,1989.42,1808.57,164
2025-12-22,Tamil Nadu,Tamil Nadu Mandi,Wheat,1774.2,2168.46,1971.33,50
2025-12-23,Tamil Nadu,Tamil Nadu Mandi,Wheat,1773.38,2167.46,1970.42,182
2025-12-24,Tamil Nadu,Tamil Nadu Mandi,Wheat,1833.4,2240.82,2037.11,304
2025-12-25,Tamil Nadu,Tamil Nadu Mandi,Wheat,1828.68,2235.06,2031.87,181
2025-12-26,Tamil Nadu,Tamil Nadu Mandi,Wheat,2070.75,2530.92,2300.84,313
2025-12-27,Tamil Nadu,Tamil Nadu Mandi,Wheat,1755.35,2145.42,1950.39,248
2025-12-28,Tamil Nadu,Tamil Nadu Mandi,Wheat,2037.92,2490.8,2264.36,367
2025-12-29,Tamil Nadu,Tamil Nadu Mandi,Wheat,1847.31,2257.83,2052.57,459
2025-12-30,Tamil Nadu,Tamil Nadu Mandi,Wheat,1959.28,2394.68,2176.98,259
2025-12-31,Tamil Nadu,Tamil Nadu Mandi,Wheat,1838.16,2246.65,2042.41,395
2026-01-01,Tamil Nadu,Tamil Nadu Mandi,Wheat,1847.44,2257.98,2052.71,435
2026-01-02,Tamil Nadu,Tamil Nadu Mandi,Wheat,1942.85,2374.6,2158.73,354
2026-01-03,Tamil Nadu,Tamil Nadu Mandi,Wheat,1755.16,2145.2,1950.18,439
2026-01-04,Tamil Nadu,Tamil Nadu Mandi,Wheat,1784.47,2181.02,1982.75,218
2026-01-05,Tamil Nadu,Tamil Nadu Mandi,Wheat,1668.58,2039.38,1853.98,195
2026-01-06,Tamil Nadu,Tamil Nadu Mandi,Wheat,1923.24,2350.63,2136.94,244
2026-01-07,Tamil Nadu,Tamil Nadu Mandi,Wheat,2085.15,2548.52,2316.84,278
2026-01-08,Tamil Nadu,Tamil Nadu Mandi,Wheat,1915.71,2341.42,2128.56,287
2026-01-09,Tamil Nadu,Tamil Nadu Mandi,Wheat,1703.04,2081.49,1892.26,336
2026-01-10,Tamil Nadu,Tamil Nadu Mandi,Wheat,1846.31,2256.6,2051.46,366
2026-01-11,Tamil Nadu,Tamil Nadu Mandi,Wheat,1871.12,2286.92,2079.02,439
2026-01-12,Tamil Nadu,Tamil Nadu Mandi,Wheat,1928.82,2357.44,2143.13,119
2026-01-13,Tamil Nadu,Tamil Nadu Mandi,Wheat,1947.71,2380.53,2164.12,398
2026-01-14,Tamil Nadu,Tamil Nadu Mandi,Wheat,2024.9,2474.88,2249.89,464
2026-01-15,Tamil Nadu,Tamil Nadu Mandi,Wheat,2119.52,2590.53,2355.03,233
2026-01-16,Tamil Nadu,Tamil Nadu Mandi,Wheat,1985.27,2426.44,2205.85,226
2026-01-17,Tamil Nadu,Tamil Nadu Mandi,Wheat,2098.34,2564.63,2331.48,433
2026-01-18,Tamil Nadu,Tamil Nadu Mandi,Wheat,2204.96,2694.95,2449.95,270
2026-01-19,Tamil Nadu,Tamil Nadu Mandi,Wheat,1711.96,2092.4,1902.18,233
2026-01-20,Tamil Nadu,Tamil Nadu Mandi,Wheat,2184.38,2669.8,2427.09,128
2026-01-21,Tamil Nadu,Tamil Nadu Mandi,Wheat,1706.54,2085.77,1896.16,198
2026-01-22,Tamil Nadu,Tamil Nadu Mandi,Wheat,1724.92,2108.24,1916.58,156
2026-01-23,Tamil Nadu,Tamil Nadu Mandi,Wheat,1712.78,2093.4,1903.09,56
